20131113 174432.838 org.eclipse.paho.client.mqttv3.test.logging.LoggingUtilities     banner                         
20131113 174529.546 org.eclipse.paho.client.mqttv3.internal.CommsCallback            messageArrived                 MultiSubscriber8: new msg avail, notify workAvailable
20131113 174529.545 org.eclipse.paho.client.mqttv3.internal.CommsCallback            messageArrived                 MultiSubscriber5: new msg avail, notify workAvailable
20131113 174529.546 org.eclipse.paho.client.mqttv3.internal.CommsReceiver            run                            MultiSubscriber5: network read message
20131113 174529.546 org.eclipse.paho.client.mqttv3.internal.CommsCallback            handleMessage                  MultiSubscriber5: call messageArrived key=0 topic=testMultipleClients/Topic
20131113 174529.546 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> messageArrived                 ["testMultipleClients/Topic", Message 2]
20131113 174529.546 org.eclipse.paho.client.mqttv3.internal.CommsReceiver            run                            MultiSubscriber8: network read message
20131113 174529.546 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- messageArrived                 
20131113 174529.546 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber6: notify spaceAvailable
20131113 174529.546 org.eclipse.paho.client.mqttv3.internal.wire.MqttInputStream     readMqttWireMessage            null: 501
20131113 174529.546 org.eclipse.paho.client.mqttv3.internal.ClientState              notifyReceivedMsg              MultiSubscriber6: received key=0 message=PUBLISH qos:0 retained:false dup:false topic:"testMultipleClients/Topic" payload:[hex:4d6573736167652032 utf8:"Message 2" length:9]
20131113 174529.546 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber6: wait for workAvailable
20131113 174529.546 org.eclipse.paho.client.mqttv3.internal.ClientState              notifyReceivedMsg              MultiSubscriber8: received key=0 message=PUBLISH qos:0 retained:false dup:false topic:"testMultipleClients/Topic" payload:[hex:4d6573736167652032 utf8:"Message 2" length:9]
20131113 174529.546 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- messageArrived                 
20131113 174529.546 org.eclipse.paho.client.mqttv3.internal.wire.MqttInputStream     readMqttWireMessage            null: 501
20131113 174529.546 org.eclipse.paho.client.mqttv3.internal.CommsCallback            handleMessage                  MultiSubscriber8: call messageArrived key=0 topic=testMultipleClients/Topic
20131113 174529.546 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> messageArrived                 ["testMultipleClients/Topic", Message 2]
20131113 174529.546 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber5: notify spaceAvailable
20131113 174529.546 org.eclipse.paho.client.mqttv3.internal.CommsCallback            messageArrived                 MultiSubscriber8: new msg avail, notify workAvailable
20131113 174529.546 org.eclipse.paho.client.mqttv3.internal.CommsCallback            messageArrived                 MultiSubscriber6: new msg avail, notify workAvailable
20131113 174529.546 org.eclipse.paho.client.mqttv3.internal.CommsReceiver            run                            MultiSubscriber8: network read message
20131113 174529.546 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber5: wait for workAvailable
20131113 174529.546 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- messageArrived                 
20131113 174529.546 org.eclipse.paho.client.mqttv3.internal.ClientState              notifyReceivedMsg              MultiSubscriber5: received key=0 message=PUBLISH qos:0 retained:false dup:false topic:"testMultipleClients/Topic" payload:[hex:4d6573736167652032 utf8:"Message 2" length:9]
20131113 174529.546 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber8: notify spaceAvailable
20131113 174529.547 org.eclipse.paho.client.mqttv3.internal.CommsCallback            messageArrived                 MultiSubscriber5: new msg avail, notify workAvailable
20131113 174529.546 org.eclipse.paho.client.mqttv3.internal.CommsCallback            handleMessage                  MultiSubscriber6: call messageArrived key=0 topic=testMultipleClients/Topic
20131113 174529.547 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> messageArrived                 ["testMultipleClients/Topic", Message 2]
20131113 174529.546 org.eclipse.paho.client.mqttv3.internal.CommsReceiver            run                            MultiSubscriber6: network read message
20131113 174529.547 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- messageArrived                 
20131113 174529.547 org.eclipse.paho.client.mqttv3.internal.CommsCallback            handleMessage                  MultiSubscriber5: call messageArrived key=0 topic=testMultipleClients/Topic
20131113 174529.547 org.eclipse.paho.client.mqttv3.internal.CommsReceiver            run                            MultiSubscriber5: network read message
20131113 174529.547 org.eclipse.paho.client.mqttv3.internal.CommsCallback            handleMessage                  MultiSubscriber8: call messageArrived key=0 topic=testMultipleClients/Topic
20131113 174529.547 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> messageArrived                 ["testMultipleClients/Topic", Message 2]
20131113 174529.547 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber6: notify spaceAvailable
20131113 174529.547 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- messageArrived                 
20131113 174529.547 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> messageArrived                 ["testMultipleClients/Topic", Message 2]
20131113 174529.547 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber5: notify spaceAvailable
20131113 174529.547 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber6: wait for workAvailable
20131113 174529.547 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber5: wait for workAvailable
20131113 174529.547 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- messageArrived                 
20131113 174529.547 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber8: notify spaceAvailable
20131113 174529.547 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber8: wait for workAvailable
20131113 174529.555 org.eclipse.paho.client.mqttv3.internal.wire.MqttInputStream     readMqttWireMessage            null: 501
20131113 174529.555 org.eclipse.paho.client.mqttv3.internal.wire.MqttInputStream     readMqttWireMessage            null: 501
20131113 174529.556 org.eclipse.paho.client.mqttv3.internal.ClientState              notifyReceivedMsg              MultiSubscriber7: received key=0 message=PUBLISH qos:0 retained:false dup:false topic:"testMultipleClients/Topic" payload:[hex:4d6573736167652032 utf8:"Message 2" length:9]
20131113 174529.556 org.eclipse.paho.client.mqttv3.internal.ClientState              notifyReceivedMsg              MultiSubscriber4: received key=0 message=PUBLISH qos:0 retained:false dup:false topic:"testMultipleClients/Topic" payload:[hex:4d6573736167652032 utf8:"Message 2" length:9]
20131113 174529.556 org.eclipse.paho.client.mqttv3.internal.CommsCallback            messageArrived                 MultiSubscriber7: new msg avail, notify workAvailable
20131113 174529.556 org.eclipse.paho.client.mqttv3.internal.CommsCallback            messageArrived                 MultiSubscriber4: new msg avail, notify workAvailable
20131113 174529.556 org.eclipse.paho.client.mqttv3.internal.CommsReceiver            run                            MultiSubscriber7: network read message
20131113 174529.556 org.eclipse.paho.client.mqttv3.internal.CommsReceiver            run                            MultiSubscriber4: network read message
20131113 174529.556 org.eclipse.paho.client.mqttv3.internal.CommsCallback            handleMessage                  MultiSubscriber4: call messageArrived key=0 topic=testMultipleClients/Topic
20131113 174529.556 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> messageArrived                 ["testMultipleClients/Topic", Message 2]
20131113 174529.556 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- messageArrived                 
20131113 174529.556 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber4: notify spaceAvailable
20131113 174529.556 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- receiveNext                    
20131113 174529.556 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- validateReceipt                "true"
20131113 174529.556 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> validateReceipt                ["testMultipleClients/Topic", 0, [77, 101, 115, 115, 97, 103, 101, 32, 50]]
20131113 174529.556 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> receiveNext                    
20131113 174529.556 org.eclipse.paho.client.mqttv3.internal.CommsCallback            handleMessage                  MultiSubscriber7: call messageArrived key=0 topic=testMultipleClients/Topic
20131113 174529.556 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber4: wait for workAvailable
20131113 174529.556 org.eclipse.paho.client.mqttv3.internal.wire.MqttInputStream     readMqttWireMessage            null: 501
20131113 174529.556 org.eclipse.paho.client.mqttv3.internal.wire.MqttInputStream     readMqttWireMessage            null: 501
20131113 174529.556 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> messageArrived                 ["testMultipleClients/Topic", Message 2]
20131113 174529.556 org.eclipse.paho.client.mqttv3.internal.ClientState              notifyReceivedMsg              MultiSubscriber7: received key=0 message=PUBLISH qos:0 retained:false dup:false topic:"testMultipleClients/Topic" payload:[hex:4d6573736167652032 utf8:"Message 2" length:9]
20131113 174529.556 org.eclipse.paho.client.mqttv3.internal.CommsCallback            messageArrived                 MultiSubscriber7: new msg avail, notify workAvailable
20131113 174529.556 org.eclipse.paho.client.mqttv3.internal.CommsReceiver            run                            MultiSubscriber7: network read message
20131113 174529.556 org.eclipse.paho.client.mqttv3.internal.ClientState              notifyReceivedMsg              MultiSubscriber4: received key=0 message=PUBLISH qos:0 retained:false dup:false topic:"testMultipleClients/Topic" payload:[hex:4d6573736167652032 utf8:"Message 2" length:9]
20131113 174529.556 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- messageArrived                 
20131113 174529.556 org.eclipse.paho.client.mqttv3.internal.CommsCallback            messageArrived                 MultiSubscriber4: new msg avail, notify workAvailable
20131113 174529.556 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber7: notify spaceAvailable
20131113 174529.557 org.eclipse.paho.client.mqttv3.internal.CommsCallback            handleMessage                  MultiSubscriber4: call messageArrived key=0 topic=testMultipleClients/Topic
20131113 174529.557 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> messageArrived                 ["testMultipleClients/Topic", Message 2]
20131113 174529.557 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- messageArrived                 
20131113 174529.557 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- receiveNext                    
20131113 174529.557 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- validateReceipt                "true"
20131113 174529.557 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> validateReceipt                ["testMultipleClients/Topic", 0, [77, 101, 115, 115, 97, 103, 101, 32, 50]]
20131113 174529.557 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> receiveNext                    
20131113 174529.556 org.eclipse.paho.client.mqttv3.internal.CommsReceiver            run                            MultiSubscriber4: network read message
20131113 174529.557 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- receiveNext                    
20131113 174529.557 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber4: notify spaceAvailable
20131113 174529.557 org.eclipse.paho.client.mqttv3.internal.CommsCallback            handleMessage                  MultiSubscriber7: call messageArrived key=0 topic=testMultipleClients/Topic
20131113 174529.557 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber4: wait for workAvailable
20131113 174529.557 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- validateReceipt                "true"
20131113 174529.557 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> messageArrived                 ["testMultipleClients/Topic", Message 2]
20131113 174529.557 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> validateReceipt                ["testMultipleClients/Topic", 0, [77, 101, 115, 115, 97, 103, 101, 32, 50]]
20131113 174529.557 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- messageArrived                 
20131113 174529.557 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> receiveNext                    
20131113 174529.557 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber7: notify spaceAvailable
20131113 174529.557 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- receiveNext                    
20131113 174529.557 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber7: wait for workAvailable
20131113 174529.557 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- validateReceipt                "true"
20131113 174529.557 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> validateReceipt                ["testMultipleClients/Topic", 0, [77, 101, 115, 115, 97, 103, 101, 32, 50]]
20131113 174529.557 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> receiveNext                    
20131113 174529.557 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- receiveNext                    
20131113 174529.557 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- validateReceipt                "true"
20131113 174529.557 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> validateReceipt                ["testMultipleClients/Topic", 0, [77, 101, 115, 115, 97, 103, 101, 32, 50]]
20131113 174529.557 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> receiveNext                    
20131113 174529.557 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- receiveNext                    
20131113 174529.558 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- validateReceipt                "true"
20131113 174529.558 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> validateReceipt                ["testMultipleClients/Topic", 0, [77, 101, 115, 115, 97, 103, 101, 32, 50]]
20131113 174529.558 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> receiveNext                    
20131113 174529.558 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- receiveNext                    
20131113 174529.558 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- validateReceipt                "true"
20131113 174529.558 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> validateReceipt                ["testMultipleClients/Topic", 0, [77, 101, 115, 115, 97, 103, 101, 32, 50]]
20131113 174529.558 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> receiveNext                    
20131113 174529.558 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- receiveNext                    
20131113 174529.558 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- validateReceipt                "true"
20131113 174529.558 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> validateReceipt                ["testMultipleClients/Topic", 0, [77, 101, 115, 115, 97, 103, 101, 32, 50]]
20131113 174529.558 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> receiveNext                    
20131113 174529.558 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- receiveNext                    
20131113 174529.558 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- validateReceipt                "true"
20131113 174529.558 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> validateReceipt                ["testMultipleClients/Topic", 0, [77, 101, 115, 115, 97, 103, 101, 32, 50]]
20131113 174529.558 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> receiveNext                    
20131113 174529.558 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- receiveNext                    
20131113 174529.558 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- validateReceipt                "true"
20131113 174529.558 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> validateReceipt                ["testMultipleClients/Topic", 0, [77, 101, 115, 115, 97, 103, 101, 32, 50]]
20131113 174529.558 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> receiveNext                    
20131113 174529.558 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- receiveNext                    
20131113 174529.558 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- validateReceipt                "true"
20131113 174529.558 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> validateReceipt                ["testMultipleClients/Topic", 0, [77, 101, 115, 115, 97, 103, 101, 32, 50]]
20131113 174529.558 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> receiveNext                    
20131113 174529.558 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- receiveNext                    
20131113 174529.559 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- validateReceipt                "true"
20131113 174529.559 org.eclipse.paho.client.mqttv3.test.SendReceiveTest              testMultipleClients            Publishing to...testMultipleClients/Topic
20131113 174529.559 org.eclipse.paho.client.mqttv3.internal.ClientComms              internalSend                   MultiPub0: internalSend key=0 message=PUBLISH qos:0 retained:false dup:false topic:"testMultipleClients/Topic" payload:[hex:4d6573736167652033 utf8:"Message 3" length:9] token=org.eclipse.paho.client.mqttv3.MqttDeliveryToken@24d7e934
20131113 174529.559 org.eclipse.paho.client.mqttv3.internal.ClientState              send                           MultiPub0: pending publish key=4 qos=0 message=PUBLISH qos:0 retained:false dup:false topic:"testMultipleClients/Topic" payload:[hex:4d6573736167652033 utf8:"Message 3" length:9]
20131113 174529.559 org.eclipse.paho.client.mqttv3.internal.CommsTokenStore          saveToken                      MultiPub0: key=4 message=PUBLISH qos:0 retained:false dup:false topic:"testMultipleClients/Topic" payload:[hex:4d6573736167652033 utf8:"Message 3" length:9]
20131113 174529.559 org.eclipse.paho.client.mqttv3.internal.CommsTokenStore          saveToken                      MultiPub0: key=4 token=org.eclipse.paho.client.mqttv3.MqttDeliveryToken@24d7e934
20131113 174529.559 org.eclipse.paho.client.mqttv3.internal.Token                    waitUntilSent                  MultiPub0: wait key=4
20131113 174529.559 org.eclipse.paho.client.mqttv3.internal.ClientState              get                            MultiPub0: +1 actualInFlight=1
20131113 174529.559 org.eclipse.paho.client.mqttv3.internal.CommsSender              run                            MultiPub0: network send key=4 msg=PUBLISH qos:0 retained:false dup:false topic:"testMultipleClients/Topic" payload:[hex:4d6573736167652033 utf8:"Message 3" length:9]
20131113 174529.559 org.eclipse.paho.client.mqttv3.internal.wire.MqttOutputStream     write                          null: 500
20131113 174529.559 org.eclipse.paho.client.mqttv3.internal.ClientState              notifySent                     MultiPub0: key=4
20131113 174529.559 org.eclipse.paho.client.mqttv3.internal.Token                    notifySent                     MultiPub0: > key=4
20131113 174529.559 org.eclipse.paho.client.mqttv3.test.SendReceiveTest              testMultipleClients            Publishing to...testMultipleClients/Topic
20131113 174529.559 org.eclipse.paho.client.mqttv3.internal.Token                    markComplete                   MultiPub0: >key=4 response=null excep=null
20131113 174529.559 org.eclipse.paho.client.mqttv3.internal.CommsCallback            asyncOperationComplete         MultiPub0: new workAvailable. key=4
20131113 174529.559 org.eclipse.paho.client.mqttv3.internal.ClientState              decrementInFlight              MultiPub0: -1 actualInFlight=0
20131113 174529.559 org.eclipse.paho.client.mqttv3.internal.ClientComms              internalSend                   MultiPub1: internalSend key=0 message=PUBLISH qos:0 retained:false dup:false topic:"testMultipleClients/Topic" payload:[hex:4d6573736167652033 utf8:"Message 3" length:9] token=org.eclipse.paho.client.mqttv3.MqttDeliveryToken@5b0f67d1
20131113 174529.559 org.eclipse.paho.client.mqttv3.internal.CommsTokenStore          removeToken                    MultiPub0: key=4
20131113 174529.560 org.eclipse.paho.client.mqttv3.internal.CommsCallback            handleActionComplete           MultiPub0: callback and notify for key=4
20131113 174529.560 org.eclipse.paho.client.mqttv3.internal.Token                    notifyComplete                 MultiPub0: >key=4 response=null excep=null
20131113 174529.560 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiPub0: notify spaceAvailable
20131113 174529.560 org.eclipse.paho.client.mqttv3.internal.ClientState              send                           MultiPub1: pending publish key=4 qos=0 message=PUBLISH qos:0 retained:false dup:false topic:"testMultipleClients/Topic" payload:[hex:4d6573736167652033 utf8:"Message 3" length:9]
20131113 174529.560 org.eclipse.paho.client.mqttv3.internal.ClientState              get                            MultiPub0: wait for 56,938 ms for new work or for space in the inflight window
20131113 174529.560 org.eclipse.paho.client.mqttv3.internal.CommsTokenStore          saveToken                      MultiPub1: key=4 message=PUBLISH qos:0 retained:false dup:false topic:"testMultipleClients/Topic" payload:[hex:4d6573736167652033 utf8:"Message 3" length:9]
20131113 174529.560 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiPub0: wait for workAvailable
20131113 174529.560 org.eclipse.paho.client.mqttv3.internal.CommsTokenStore          saveToken                      MultiPub1: key=4 token=org.eclipse.paho.client.mqttv3.MqttDeliveryToken@5b0f67d1
20131113 174529.560 org.eclipse.paho.client.mqttv3.internal.Token                    waitUntilSent                  MultiPub1: wait key=4
20131113 174529.560 org.eclipse.paho.client.mqttv3.internal.ClientState              get                            MultiPub1: +1 actualInFlight=1
20131113 174529.560 org.eclipse.paho.client.mqttv3.internal.CommsSender              run                            MultiPub1: network send key=4 msg=PUBLISH qos:0 retained:false dup:false topic:"testMultipleClients/Topic" payload:[hex:4d6573736167652033 utf8:"Message 3" length:9]
20131113 174529.560 org.eclipse.paho.client.mqttv3.internal.wire.MqttOutputStream     write                          null: 500
20131113 174529.560 org.eclipse.paho.client.mqttv3.internal.ClientState              notifySent                     MultiPub1: key=4
20131113 174529.560 org.eclipse.paho.client.mqttv3.internal.Token                    notifySent                     MultiPub1: > key=4
20131113 174529.560 org.eclipse.paho.client.mqttv3.internal.Token                    markComplete                   MultiPub1: >key=4 response=null excep=null
20131113 174529.560 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> validateReceipt                ["testMultipleClients/Topic", 0, [77, 101, 115, 115, 97, 103, 101, 32, 51]]
20131113 174529.560 org.eclipse.paho.client.mqttv3.internal.CommsCallback            asyncOperationComplete         MultiPub1: new workAvailable. key=4
20131113 174529.560 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> receiveNext                    
20131113 174529.560 org.eclipse.paho.client.mqttv3.internal.ClientState              decrementInFlight              MultiPub1: -1 actualInFlight=0
20131113 174529.560 org.eclipse.paho.client.mqttv3.internal.CommsTokenStore          removeToken                    MultiPub1: key=4
20131113 174529.560 org.eclipse.paho.client.mqttv3.internal.CommsCallback            handleActionComplete           MultiPub1: callback and notify for key=4
20131113 174529.560 org.eclipse.paho.client.mqttv3.internal.ClientState              get                            MultiPub1: wait for 57,054 ms for new work or for space in the inflight window
20131113 174529.560 org.eclipse.paho.client.mqttv3.internal.Token                    notifyComplete                 MultiPub1: >key=4 response=null excep=null
20131113 174529.560 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiPub1: notify spaceAvailable
20131113 174529.560 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiPub1: wait for workAvailable
20131113 174529.748 org.eclipse.paho.client.mqttv3.internal.wire.MqttInputStream     readMqttWireMessage            null: 501
20131113 174529.748 org.eclipse.paho.client.mqttv3.internal.ClientState              notifyReceivedMsg              MultiSubscriber9: received key=0 message=PUBLISH qos:0 retained:false dup:false topic:"testMultipleClients/Topic" payload:[hex:4d6573736167652033 utf8:"Message 3" length:9]
20131113 174529.748 org.eclipse.paho.client.mqttv3.internal.CommsCallback            messageArrived                 MultiSubscriber9: new msg avail, notify workAvailable
20131113 174529.749 org.eclipse.paho.client.mqttv3.internal.CommsReceiver            run                            MultiSubscriber9: network read message
20131113 174529.749 org.eclipse.paho.client.mqttv3.internal.CommsCallback            handleMessage                  MultiSubscriber9: call messageArrived key=0 topic=testMultipleClients/Topic
20131113 174529.749 org.eclipse.paho.client.mqttv3.internal.wire.MqttInputStream     readMqttWireMessage            null: 501
20131113 174529.749 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> messageArrived                 ["testMultipleClients/Topic", Message 3]
20131113 174529.749 org.eclipse.paho.client.mqttv3.internal.ClientState              notifyReceivedMsg              MultiSubscriber9: received key=0 message=PUBLISH qos:0 retained:false dup:false topic:"testMultipleClients/Topic" payload:[hex:4d6573736167652033 utf8:"Message 3" length:9]
20131113 174529.749 org.eclipse.paho.client.mqttv3.internal.CommsCallback            messageArrived                 MultiSubscriber9: new msg avail, notify workAvailable
20131113 174529.749 org.eclipse.paho.client.mqttv3.internal.CommsReceiver            run                            MultiSubscriber9: network read message
20131113 174529.749 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- messageArrived                 
20131113 174529.749 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber9: notify spaceAvailable
20131113 174529.749 org.eclipse.paho.client.mqttv3.internal.CommsCallback            handleMessage                  MultiSubscriber9: call messageArrived key=0 topic=testMultipleClients/Topic
20131113 174529.749 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> messageArrived                 ["testMultipleClients/Topic", Message 3]
20131113 174529.749 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- messageArrived                 
20131113 174529.749 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber9: notify spaceAvailable
20131113 174529.749 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber9: wait for workAvailable
20131113 174529.793 org.eclipse.paho.client.mqttv3.internal.wire.MqttInputStream     readMqttWireMessage            null: 501
20131113 174529.793 org.eclipse.paho.client.mqttv3.internal.wire.MqttInputStream     readMqttWireMessage            null: 501
20131113 174529.793 org.eclipse.paho.client.mqttv3.internal.wire.MqttInputStream     readMqttWireMessage            null: 501
20131113 174529.793 org.eclipse.paho.client.mqttv3.internal.wire.MqttInputStream     readMqttWireMessage            null: 501
20131113 174529.793 org.eclipse.paho.client.mqttv3.internal.ClientState              notifyReceivedMsg              MultiSubscriber1: received key=0 message=PUBLISH qos:0 retained:false dup:false topic:"testMultipleClients/Topic" payload:[hex:4d6573736167652033 utf8:"Message 3" length:9]
20131113 174529.793 org.eclipse.paho.client.mqttv3.internal.ClientState              notifyReceivedMsg              MultiSubscriber0: received key=0 message=PUBLISH qos:0 retained:false dup:false topic:"testMultipleClients/Topic" payload:[hex:4d6573736167652033 utf8:"Message 3" length:9]
20131113 174529.793 org.eclipse.paho.client.mqttv3.internal.CommsCallback            messageArrived                 MultiSubscriber0: new msg avail, notify workAvailable
20131113 174529.793 org.eclipse.paho.client.mqttv3.internal.CommsReceiver            run                            MultiSubscriber0: network read message
20131113 174529.793 org.eclipse.paho.client.mqttv3.internal.ClientState              notifyReceivedMsg              MultiSubscriber2: received key=0 message=PUBLISH qos:0 retained:false dup:false topic:"testMultipleClients/Topic" payload:[hex:4d6573736167652033 utf8:"Message 3" length:9]
20131113 174529.793 org.eclipse.paho.client.mqttv3.internal.CommsCallback            handleMessage                  MultiSubscriber0: call messageArrived key=0 topic=testMultipleClients/Topic
20131113 174529.793 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> messageArrived                 ["testMultipleClients/Topic", Message 3]
20131113 174529.793 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- messageArrived                 
20131113 174529.793 org.eclipse.paho.client.mqttv3.internal.CommsCallback            messageArrived                 MultiSubscriber1: new msg avail, notify workAvailable
20131113 174529.793 org.eclipse.paho.client.mqttv3.internal.ClientState              notifyReceivedMsg              MultiSubscriber3: received key=0 message=PUBLISH qos:0 retained:false dup:false topic:"testMultipleClients/Topic" payload:[hex:4d6573736167652033 utf8:"Message 3" length:9]
20131113 174529.793 org.eclipse.paho.client.mqttv3.internal.CommsReceiver            run                            MultiSubscriber1: network read message
20131113 174529.793 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- receiveNext                    
20131113 174529.793 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- validateReceipt                "true"
